Offense,family_violence,occurred_date,location_type,Zip,Latitude,Longitude
CRIMINAL MISCHIEF,N,2020-07-23,RESIDENCE / HOME,78750,30.45376063,-97.82159205
BURGLARY OF VEHICLE,N,2020-03-03,PARKING /DROP LOT/ GARAGE,78741,30.23677941,-97.72423225
THEFT,N,2019-06-10,GROCERY / SUPERMARKET,78753,30.33915243,-97.69116575
FAMILY DISTURBANCE,N,2021-09-23,PARKING /DROP LOT/ GARAGE,78759,30.40925577,-97.74318206
THEFT,N,2019-05-24,OTHER / UNKNOWN,78741,30.23532494,-97.72493038
FAMILY DISTURBANCE,N,2019-08-08,RESIDENCE / HOME,78729,30.45803812,-97.78964121
FAMILY DISTURBANCE,N,2021-04-15,RESTAURANT,78757,30.36327678,-97.72953228
FAMILY DISTURBANCE,N,2020-09-15,OTHER / UNKNOWN,78758,30.35962782,-97.71282478
FAMILY DISTURBANCE,N,2021-01-22,RESIDENCE / HOME,78744,30.17682532,-97.76176714
CRIMINAL MISCHIEF,N,2019-08-19,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78753,30.35969578,-97.690936
THEFT,N,2021-03-28,OTHER / UNKNOWN,78748,30.16291061,-97.79312325
THEFT,N,2021-01-19,RESIDENCE / HOME,78617,30.17200108,-97.62259544
CRIMINAL MISCHIEF,N,2021-10-07,OTHER / UNKNOWN,78758,30.3809349,-97.71120842
BURGLARY OF VEHICLE,N,2019-07-10,RESIDENCE / HOME,78703,30.29854485,-97.77599739
CRIMINAL MISCHIEF,N,2020-08-10,RESIDENCE / HOME,78727,30.43137825,-97.74706906
CRIMINAL MISCHIEF,N,2021-08-12,RESIDENCE / HOME,78705,30.30115935,-97.73559812
CRIMINAL MISCHIEF,N,2020-05-23,RESIDENCE / HOME,78723,30.29948141,-97.70804903
FAMILY DISTURBANCE,N,2020-09-02,HOTEL / MOTEL / ETC.,78729,30.45691808,-97.79030254
THEFT,N,2020-07-02,RESIDENCE / HOME,78741,30.23857151,-97.72242267
BURGLARY OF VEHICLE,N,2019-11-21,PARKING /DROP LOT/ GARAGE,78741,30.22321311,-97.72145383
THEFT,N,2020-02-28,OTHER / UNKNOWN,78704,30.24154491,-97.75926445
FAMILY DISTURBANCE,N,2019-03-26,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78701,30.26654723,-97.73618725
CRIMINAL MISCHIEF,N,2021-06-29,RESIDENCE / HOME,78741,30.23258831,-97.72209348
FAMILY DISTURBANCE,N,2021-03-16,RESIDENCE / HOME,78747,30.14526552,-97.79302049
FAMILY DISTURBANCE,N,2019-03-10,RESIDENCE / HOME,78753,30.39438783,-97.67065387
THEFT,N,2020-08-07,COMMERCIAL / OFFICE BUILDING,78727,30.43110654,-97.75845152
THEFT,N,2019-12-06,RESIDENCE / HOME,78746,30.28840539,-97.83263253
THEFT,N,2020-09-10,COMMERCIAL / OFFICE BUILDING,78753,30.34423693,-97.69659804
THEFT,N,2019-10-06,PARK / PLAYGROUND,78746,30.26776379,-97.76790612
CRIMINAL MISCHIEF,N,2020-12-24,PARKING /DROP LOT/ GARAGE,78704,30.23900855,-97.78800154
CRIMINAL MISCHIEF,N,2021-03-20,AUTO DEALERSHIP NEW / USED,78741,30.23486169,-97.69692993
CRIMINAL MISCHIEF,N,2020-11-02,RESIDENCE / HOME,78758,30.39212385,-97.69968257
BURGLARY OF VEHICLE,N,2021-06-22,RESIDENCE / HOME,78722,30.28308166,-97.71870886
BURGLARY OF VEHICLE,N,2020-07-22,PARKING /DROP LOT/ GARAGE,78705,30.29064855,-97.74625401
THEFT,N,2021-03-27,RESIDENCE / HOME,78704,30.25417648,-97.76512442
THEFT,N,2019-03-01,RESTAURANT,78731,30.35398302,-97.75497315
CRIMINAL MISCHIEF,N,2021-12-04,OTHER / UNKNOWN,78741,30.23610022,-97.68683611
CRIMINAL MISCHIEF,N,2019-08-13,SERVICE/ GAS STATION,78702,30.26083607,-97.71127013
THEFT,N,2019-03-25,RESTAURANT,78758,30.40368261,-97.72156194
BURGLARY OF VEHICLE,N,2019-02-24,RESIDENCE / HOME,78758,30.38113661,-97.69890408
FAMILY DISTURBANCE,N,2019-08-10,RESIDENCE / HOME,78741,30.22935829,-97.72771085
BURGLARY OF VEHICLE,N,2020-10-05,PARKING /DROP LOT/ GARAGE,78745,30.19475272,-97.7827118
THEFT,N,2020-06-19,OTHER / UNKNOWN,78727,30.42725467,-97.69179742
FAMILY DISTURBANCE,N,2020-08-01,RESIDENCE / HOME,78758,30.35939974,-97.71485442
FAMILY DISTURBANCE,N,2019-08-12,RESIDENCE / HOME,78731,30.35093474,-97.75574913
FAMILY DISTURBANCE,N,2020-01-04,PARKING /DROP LOT/ GARAGE,78717,30.46518089,-97.79590417
THEFT,N,2019-10-03,OTHER / UNKNOWN,78701,30.2679761,-97.73761583
FAMILY DISTURBANCE,N,2020-01-17,RESIDENCE / HOME,78753,30.34887091,-97.6852326
BURGLARY OF VEHICLE,N,2019-09-18,PARKING /DROP LOT/ GARAGE,78741,30.2404793,-97.71940935
THEFT,N,2020-12-03,RESIDENCE / HOME,78723,30.31024652,-97.68000651
FAMILY DISTURBANCE,N,2021-04-08,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78744,30.16830253,-97.72738191
THEFT,N,2019-02-19,DRUG STORE / DOCTOR'S OFFICE / HOSPITAL,78758,30.41248349,-97.70685965
FAMILY DISTURBANCE,N,2021-06-28,RESIDENCE / HOME,78758,30.36729466,-97.71263232
FAMILY DISTURBANCE,N,2020-02-08,RESIDENCE / HOME,78745,30.21093564,-97.80393465
FAMILY DISTURBANCE,N,2020-03-19,RESIDENCE / HOME,78744,30.17938079,-97.77579237
THEFT,N,2021-06-28,OTHER / UNKNOWN,78702,30.26014136,-97.69538102
BURGLARY OF VEHICLE,N,2019-04-03,COMMERCIAL / OFFICE BUILDING,78613,30.47027103,-97.8015806
THEFT,N,2019-06-29,HOTEL / MOTEL / ETC.,78701,30.26533402,-97.74664086
BURGLARY OF VEHICLE,N,2019-03-11,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78701,30.27060042,-97.74797949
FAMILY DISTURBANCE,N,2021-09-20,RESIDENCE / HOME,78744,30.18782842,-97.76131283
FAMILY DISTURBANCE,N,2020-12-22,RESIDENCE / HOME,78758,30.36794147,-97.71507925
BURGLARY OF VEHICLE,N,2019-02-05,RESIDENCE / HOME,78744,30.18019704,-97.76847717
THEFT,N,2019-10-30,RESIDENCE / HOME,78724,30.28906131,-97.64429129
FAMILY DISTURBANCE,N,2021-05-15,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78744,30.19320935,-97.73888684
BURGLARY OF VEHICLE,N,2020-06-06,PARKING /DROP LOT/ GARAGE,78741,30.23015309,-97.7325797
THEFT,N,2019-03-23,PARKING /DROP LOT/ GARAGE,78753,30.37355607,-97.68965537
THEFT,N,2021-10-04,RESIDENCE / HOME,78617,30.17155194,-97.61179804
CRIMINAL MISCHIEF,N,2021-10-25,RESIDENCE / HOME,78727,30.42257923,-97.69501667
FAMILY DISTURBANCE,N,2021-12-23,RESIDENCE / HOME,78741,30.22863461,-97.70615193
FAMILY DISTURBANCE,N,2021-09-30,RESIDENCE / HOME,78757,30.35089297,-97.71836443
FAMILY DISTURBANCE,N,2020-06-04,RESIDENCE / HOME,78741,30.23857151,-97.72242267
FAMILY DISTURBANCE,N,2019-04-21,RESIDENCE / HOME,78660,30.43379835,-97.66866996
FAMILY DISTURBANCE,N,2019-03-30,RESIDENCE / HOME,78724,30.28622672,-97.66156939
BURGLARY OF VEHICLE,N,2019-11-25,RESIDENCE / HOME,78741,30.23046753,-97.73086406
THEFT,N,2019-04-09,RESIDENCE / HOME,78701,30.27559799,-97.73575045
THEFT,N,2019-05-07,RESIDENCE / HOME,78756,30.32791441,-97.73246184
BURGLARY OF VEHICLE,N,2021-07-11,PARKING /DROP LOT/ GARAGE,78705,30.29010792,-97.74740309
THEFT,N,2021-05-13,OTHER / UNKNOWN,78721,30.26924594,-97.6962254
FAMILY DISTURBANCE,N,2019-06-05,RESIDENCE / HOME,78744,30.20524252,-97.75566255
THEFT,N,2020-04-06,CONVENIENCE STORE,78752,30.33278091,-97.7050027
BURGLARY OF VEHICLE,N,2019-12-17,PARKING /DROP LOT/ GARAGE,78753,30.39785078,-97.66153467
CRIMINAL MISCHIEF,N,2020-09-02,RESIDENCE / HOME,78704,30.24072924,-97.77304629
BURGLARY OF VEHICLE,N,2019-08-07,PARKING /DROP LOT/ GARAGE,78759,30.42689947,-97.75452692
BURGLARY OF VEHICLE,N,2020-08-20,OTHER / UNKNOWN,78759,30.39370099,-97.73929464
FAMILY DISTURBANCE,N,2019-02-02,RESIDENCE / HOME,78723,30.28672986,-97.67001719
CRIMINAL MISCHIEF,N,2020-02-05,RESIDENCE / HOME,78752,30.34045399,-97.71883765
BURGLARY OF VEHICLE,N,2019-04-30,RESIDENCE / HOME,78723,30.31121339,-97.67556414
FAMILY DISTURBANCE,N,2021-09-24,RESIDENCE / HOME,78741,30.23205261,-97.72860737
FAMILY DISTURBANCE,N,2020-03-18,RESIDENCE / HOME,78745,30.2151947,-97.79345518
BURGLARY OF VEHICLE,N,2019-05-29,PARKING /DROP LOT/ GARAGE,78730,30.39151787,-97.83947264
BURGLARY OF VEHICLE,N,2019-04-23,PARKING /DROP LOT/ GARAGE,78753,30.40629333,-97.6763127
THEFT,N,2021-04-13,CONVENIENCE STORE,78702,30.27034003,-97.70583764
FAMILY DISTURBANCE,N,2020-04-01,RESIDENCE / HOME,78753,30.3864837,-97.68183298
FAMILY DISTURBANCE,N,2020-07-25,RESIDENCE / HOME,78744,30.20471189,-97.73729234
THEFT,N,2019-07-30,RESIDENCE / HOME,78721,30.27877743,-97.67195099
BURGLARY OF VEHICLE,N,2020-06-23,PARKING /DROP LOT/ GARAGE,78704,30.240876,-97.78564947
CRIMINAL MISCHIEF,N,2020-10-17,RESIDENCE / HOME,78758,30.35367652,-97.70975485
THEFT,N,2020-11-19,RESIDENCE / HOME,78757,30.34174922,-97.73303061
FAMILY DISTURBANCE,N,2019-05-04,HOTEL / MOTEL / ETC.,78759,30.38806936,-97.73771715
FAMILY DISTURBANCE,N,2020-10-21,RESIDENCE / HOME,78753,30.36920579,-97.6911639
THEFT,N,2020-01-21,SERVICE/ GAS STATION,78744,30.16780849,-97.78480295
THEFT,N,2019-12-10,CONVENIENCE STORE,78757,30.3560448,-97.73163671
CRIMINAL MISCHIEF,N,2020-07-27,RESTAURANT,78745,30.21675847,-97.75486121
BURGLARY OF VEHICLE,N,2019-03-06,PARKING /DROP LOT/ GARAGE,78758,30.39556865,-97.72695328
BURGLARY OF VEHICLE,N,2019-06-28,RESIDENCE / HOME,78744,30.20482895,-97.75779826
THEFT,N,2019-10-19,RESIDENCE / HOME,78705,30.29507122,-97.74367283
CRIMINAL MISCHIEF,N,2020-11-15,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78723,30.30153991,-97.70287722
THEFT,N,2020-07-01,OTHER / UNKNOWN,78701,30.2623205,-97.74232712
BURGLARY OF VEHICLE,N,2020-09-06,RESIDENCE / HOME,78727,30.42431718,-97.72216754
FAMILY DISTURBANCE,N,2021-06-09,RESIDENCE / HOME,78753,30.39450156,-97.65221081
FAMILY DISTURBANCE,N,2020-03-25,RESIDENCE / HOME,78748,30.15999418,-97.82668492
THEFT,N,2020-04-09,RESIDENCE / HOME,78750,30.37389893,-97.78902795
THEFT,N,2019-05-26,HOTEL / MOTEL / ETC.,78753,30.34430294,-97.69766805
CRIMINAL MISCHIEF,N,2020-11-16,RESIDENCE / HOME,78753,30.41432096,-97.67840164
FAMILY DISTURBANCE,N,2020-12-16,RESIDENCE / HOME,78704,30.23919271,-97.74136385
BURGLARY OF VEHICLE,N,2020-03-12,PARKING /DROP LOT/ GARAGE,78701,30.25370054,-97.73714423
FAMILY DISTURBANCE,N,2020-09-17,RESIDENCE / HOME,78749,30.22975096,-97.87816885
CRIMINAL MISCHIEF,N,2020-02-24,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78741,30.24063389,-97.73647554
BURGLARY OF VEHICLE,N,2019-05-17,PARKING /DROP LOT/ GARAGE,78703,30.27660141,-97.75096856
THEFT,N,2020-06-29,OTHER / UNKNOWN,78753,30.36949763,-97.66831191
FAMILY DISTURBANCE,N,2019-02-23,RESIDENCE / HOME,78752,30.34050756,-97.71944184
BURGLARY OF VEHICLE,N,2019-05-27,RESIDENCE / HOME,78704,30.22648426,-97.75448438
FAMILY DISTURBANCE,N,2020-10-13,HOTEL / MOTEL / ETC.,78753,30.36912491,-97.69338009
CRIMINAL MISCHIEF,N,2020-01-28,PARKING /DROP LOT/ GARAGE,78748,30.14481967,-97.80300022
FAMILY DISTURBANCE,N,2021-01-28,RESIDENCE / HOME,78613,30.4737546,-97.81074807
BURGLARY OF VEHICLE,N,2019-08-21,PARKING /DROP LOT/ GARAGE,78753,30.39588717,-97.67969927
BURGLARY OF VEHICLE,N,2020-08-19,OTHER / UNKNOWN,78731,30.32104847,-97.77354003
FAMILY DISTURBANCE,N,2021-08-07,RESIDENCE / HOME,78727,30.42752937,-97.70504365
FAMILY DISTURBANCE,N,2021-07-08,RESIDENCE / HOME,78704,30.24200034,-97.7568829
BURGLARY OF VEHICLE,N,2019-02-12,BAR / NIGHTCLUB,78704,30.24227749,-97.78296434
THEFT,N,2021-04-30,RESIDENCE / HOME,78703,30.2835469,-97.76414967
FAMILY DISTURBANCE,N,2021-01-25,RESIDENCE / HOME,78758,30.37025069,-97.71718296
FAMILY DISTURBANCE,N,2021-12-13,RESIDENCE / HOME,78729,30.45158022,-97.77413585
THEFT,N,2021-10-25,COMMERCIAL / OFFICE BUILDING,78745,30.23400651,-97.80024857
FAMILY DISTURBANCE,N,2019-11-17,RESIDENCE / HOME,78617,30.2052776,-97.64134804
BURGLARY OF VEHICLE,N,2020-09-04,RESIDENCE / HOME,78727,30.43382189,-97.7435883
BURGLARY OF VEHICLE,N,2019-11-19,CONVENIENCE STORE,78704,30.2409511,-97.75176034
CRIMINAL MISCHIEF,N,2020-01-02,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78741,30.2257247,-97.70293407
FAMILY DISTURBANCE,N,2020-01-05,RESIDENCE / HOME,78753,30.40519872,-97.65080273
FAMILY DISTURBANCE,N,2021-01-01,RESIDENCE / HOME,78751,30.30546456,-97.73347261
BURGLARY OF VEHICLE,N,2019-08-26,RESIDENCE / HOME,78702,30.27689794,-97.70602356
THEFT,N,2019-12-31,HOTEL / MOTEL / ETC.,78722,30.28678611,-97.72436369
FAMILY DISTURBANCE,N,2021-12-26,RESIDENCE / HOME,78704,30.23619034,-97.78472466
THEFT,N,2019-02-19,RESIDENCE / HOME,78748,30.15028477,-97.79551523
BURGLARY OF VEHICLE,N,2021-09-03,OTHER / UNKNOWN,78731,30.32104847,-97.77354003
BURGLARY OF VEHICLE,N,2020-12-19,PARKING /DROP LOT/ GARAGE,78759,30.38618018,-97.76094555
CRIMINAL MISCHIEF,N,2019-06-06,COMMERCIAL / OFFICE BUILDING,78744,30.18739938,-97.76364167
BURGLARY OF VEHICLE,N,2019-05-25,OTHER / UNKNOWN,78702,30.26379624,-97.7285684
THEFT,N,2020-04-23,DEPARTMENT / DISCOUNT STORE,78749,30.22225475,-97.83780666
FAMILY DISTURBANCE,N,2020-08-11,RESIDENCE / HOME,78723,30.30416717,-97.70156941
FAMILY DISTURBANCE,N,2020-07-26,RESIDENCE / HOME,78753,30.34726849,-97.70386273
THEFT,N,2020-11-05,RESTAURANT,78705,30.29298127,-97.74178293
THEFT,N,2021-08-08,SPECIALTY  STORE,78759,30.39459975,-97.7447116
CRIMINAL MISCHIEF,N,2019-04-28,RESIDENCE / HOME,78723,30.29880199,-97.68425142
CRIMINAL MISCHIEF,N,2019-12-19,OTHER / UNKNOWN,78701,30.26170102,-97.73713187
THEFT,N,2021-10-09,PARKING /DROP LOT/ GARAGE,78704,30.21972389,-97.75666637
THEFT,N,2019-03-28,RESIDENCE / HOME,78745,30.19340837,-97.81469261
CRIMINAL MISCHIEF,N,2019-11-03,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78701,30.26899586,-97.73867206
CRIMINAL MISCHIEF,N,2020-04-10,PARKING /DROP LOT/ GARAGE,78758,30.37097716,-97.72801121
FAMILY DISTURBANCE,N,2021-08-18,RESIDENCE / HOME,78754,30.34882319,-97.67601201
FAMILY DISTURBANCE,N,2020-07-02,RESIDENCE / HOME,78758,30.3843346,-97.70074551
THEFT,N,2019-08-14,COMMERCIAL / OFFICE BUILDING,78758,30.36097225,-97.71576321
FAMILY DISTURBANCE,N,2019-07-30,RESIDENCE / HOME,78758,30.35727572,-97.71495331
BURGLARY OF VEHICLE,N,2019-11-01,PARKING /DROP LOT/ GARAGE,78613,30.4705168,-97.80651783
THEFT,N,2021-08-01,HOTEL / MOTEL / ETC.,78753,30.3557903,-97.68880396
FAMILY DISTURBANCE,N,2019-10-25,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78744,30.18735336,-97.74252654
FAMILY DISTURBANCE,N,2020-06-12,RESIDENCE / HOME,78753,30.38924625,-97.67803244
CRIMINAL MISCHIEF,N,2019-09-27,RESIDENCE / HOME,78731,30.3563326,-97.75091119
FAMILY DISTURBANCE,N,2019-09-01,RESIDENCE / HOME,78752,30.3357757,-97.70807285
THEFT,N,2019-04-09,RESIDENCE / HOME,78723,30.32212322,-97.67923606
BURGLARY OF VEHICLE,N,2019-05-01,RESIDENCE / HOME,78750,30.44939012,-97.79751674
BURGLARY OF VEHICLE,N,2019-02-26,RESIDENCE / HOME,78752,30.34545557,-97.70760012
THEFT,N,2019-03-07,DEPARTMENT / DISCOUNT STORE,78705,30.28362731,-97.74164428
BURGLARY OF VEHICLE,N,2021-09-15,PARKING /DROP LOT/ GARAGE,78701,30.26523956,-97.74387102
BURGLARY OF VEHICLE,N,2020-03-22,RESIDENCE / HOME,78741,30.22400385,-97.69762536
FAMILY DISTURBANCE,N,2019-01-05,RESIDENCE / HOME,78748,30.15838219,-97.81727641
FAMILY DISTURBANCE,N,2021-02-27,HOTEL / MOTEL / ETC.,78759,30.42798425,-97.75800809
FAMILY DISTURBANCE,N,2020-02-22,PARK / PLAYGROUND,78754,30.36885166,-97.65486192
THEFT,N,2020-01-31,RESIDENCE / HOME,78702,30.25414437,-97.7301467
FAMILY DISTURBANCE,N,2020-11-28,RESIDENCE / HOME,78723,30.3120978,-97.6720591
FAMILY DISTURBANCE,N,2019-11-15,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78748,30.17292754,-97.79966548
BURGLARY OF VEHICLE,N,2020-06-24,PARKING /DROP LOT/ GARAGE,78753,30.34887091,-97.6852326
BURGLARY OF VEHICLE,N,2019-01-20,PARKING /DROP LOT/ GARAGE,78744,30.18782842,-97.76131283
FAMILY DISTURBANCE,N,2020-11-30,RESIDENCE / HOME,78742,30.2368769,-97.68396087
BURGLARY OF VEHICLE,N,2021-04-07,HOTEL / MOTEL / ETC.,78717,30.47534225,-97.7922326
CRIMINAL MISCHIEF,N,2019-01-11,PARKING /DROP LOT/ GARAGE,78756,30.31876634,-97.73909318
BURGLARY OF VEHICLE,N,2020-04-22,PARKING /DROP LOT/ GARAGE,78704,30.25408651,-97.74711642
BURGLARY OF VEHICLE,N,2019-11-27,RESIDENCE / HOME,78731,30.35235117,-97.77787532
FAMILY DISTURBANCE,N,2019-06-29,RESIDENCE / HOME,78758,30.39759159,-97.7051808
BURGLARY OF VEHICLE,N,2019-10-04,RESIDENCE / HOME,78660,30.41271432,-97.63657058
THEFT,N,2019-05-17,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78701,30.26885193,-97.73428432
FAMILY DISTURBANCE,N,2020-11-21,RESIDENCE / HOME,78730,30.35985132,-97.80507524
CRIMINAL MISCHIEF,N,2021-04-22,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78701,30.26660359,-97.74849525
FAMILY DISTURBANCE,N,2020-02-10,RESIDENCE / HOME,78745,30.19835661,-97.78925936
FAMILY DISTURBANCE,N,2019-07-02,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78741,30.22935829,-97.72771085
BURGLARY OF VEHICLE,N,2019-05-28,RESIDENCE / HOME,78705,30.29662664,-97.72597401
FAMILY DISTURBANCE,N,2020-03-17,RESIDENCE / HOME,78753,30.36069297,-97.6818157
CRIMINAL MISCHIEF,N,2019-08-01,PARKING /DROP LOT/ GARAGE,78758,30.40217208,-97.72329087
THEFT,N,2019-10-16,OTHER / UNKNOWN,78749,30.23401114,-97.82283489
CRIMINAL MISCHIEF,N,2019-11-26,RESIDENCE / HOME,78748,30.18017515,-97.78943414
BURGLARY OF VEHICLE,N,2020-03-29,PARKING /DROP LOT/ GARAGE,78753,30.36425904,-97.68162568
THEFT,N,2020-06-22,RESIDENCE / HOME,78741,30.23581695,-97.72262067
BURGLARY OF VEHICLE,N,2020-09-25,HOTEL / MOTEL / ETC.,78701,30.26818284,-97.74103545
BURGLARY OF VEHICLE,N,2019-01-28,RESTAURANT,78758,30.36222006,-97.71693456
BURGLARY OF VEHICLE,N,2020-06-20,PARKING /DROP LOT/ GARAGE,78746,30.25873031,-97.78949026
FAMILY DISTURBANCE,N,2021-03-31,RESIDENCE / HOME,78749,30.19669044,-97.86003138
THEFT,N,2019-06-10,GROCERY / SUPERMARKET,78727,30.4414522,-97.7425389
FAMILY DISTURBANCE,N,2020-05-25,RESIDENCE / HOME,78729,30.43854408,-97.76906066
BURGLARY OF VEHICLE,N,2019-04-22,RESIDENCE / HOME,78745,30.20871503,-97.81727956
FAMILY DISTURBANCE,N,2020-04-05,RESIDENCE / HOME,78744,30.20112518,-97.69382614
CRIMINAL MISCHIEF,N,2020-02-01,PARKING /DROP LOT/ GARAGE,78705,30.29727219,-97.74248227
CRIMINAL MISCHIEF,N,2021-08-19,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78753,30.39866056,-97.66754068
CRIMINAL MISCHIEF,N,2019-12-07,RESIDENCE / HOME,78753,30.40615119,-97.64138694
BURGLARY OF VEHICLE,N,2021-12-27,COMMERCIAL / OFFICE BUILDING,78753,30.41837385,-97.67250153
FAMILY DISTURBANCE,N,2021-04-17,PARKING /DROP LOT/ GARAGE,78754,30.33833356,-97.6770905
CRIMINAL MISCHIEF,N,2020-11-24,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78758,30.36408661,-97.70706435
THEFT,N,2019-04-12,GROCERY / SUPERMARKET,78741,30.23581695,-97.72262067
BURGLARY OF VEHICLE,N,2020-01-24,SERVICE/ GAS STATION,78752,30.32535265,-97.70757653
THEFT,N,2021-02-04,DEPARTMENT / DISCOUNT STORE,78753,30.33915243,-97.69116575
CRIMINAL MISCHIEF,N,2021-09-30,COMMERCIAL / OFFICE BUILDING,78753,30.35999382,-97.68671598
THEFT,N,2021-05-06,RESIDENCE / HOME,78758,30.36926216,-97.69510501
CRIMINAL MISCHIEF,N,2019-06-07,SERVICE/ GAS STATION,78704,30.22948047,-97.78767304
BURGLARY OF VEHICLE,N,2020-05-29,PARKING /DROP LOT/ GARAGE,78660,30.44530254,-97.66678052
CRIMINAL MISCHIEF,N,2020-02-07,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78704,30.2655435,-97.75676473
BURGLARY OF VEHICLE,N,2019-07-31,RESIDENCE / HOME,78723,30.30951169,-97.68756796
THEFT,N,2019-09-08,DEPARTMENT / DISCOUNT STORE,78753,30.33915243,-97.69116575
FAMILY DISTURBANCE,N,2021-03-31,HOTEL / MOTEL / ETC.,78753,30.37856547,-97.67585857
BURGLARY OF VEHICLE,N,2020-09-22,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78704,30.24307585,-97.80019122
FAMILY DISTURBANCE,N,2020-11-09,RESIDENCE / HOME,78748,30.15028477,-97.79551523
THEFT,N,2020-01-28,RESIDENCE / HOME,78758,30.36013829,-97.71075256
THEFT,N,2021-04-13,RESIDENCE / HOME,78617,30.1688344,-97.61930367
BURGLARY OF VEHICLE,N,2020-06-02,PARKING /DROP LOT/ GARAGE,78753,30.3365449,-97.69155742
BURGLARY OF VEHICLE,N,2020-04-03,PARKING /DROP LOT/ GARAGE,78752,30.32415408,-97.69755267
THEFT,N,2021-07-28,DRUG STORE / DOCTOR'S OFFICE / HOSPITAL,78741,30.24250171,-97.72809428
FAMILY DISTURBANCE,N,2020-05-13,RESIDENCE / HOME,78745,30.20733699,-97.79553001
FAMILY DISTURBANCE,N,2021-08-31,RESIDENCE / HOME,78754,30.36537417,-97.60885013
BURGLARY OF VEHICLE,N,2020-07-13,PARKING /DROP LOT/ GARAGE,78704,30.25571158,-97.7625396
CRIMINAL MISCHIEF,N,2019-03-14,CHURCH / SYNAGOGUE / TEMPLE / MOSQUE,78753,30.36855001,-97.6760616
FAMILY DISTURBANCE,N,2019-07-19,RESIDENCE / HOME,78741,30.22899126,-97.72062928
CRIMINAL MISCHIEF,N,2020-05-31,OTHER / UNKNOWN,78701,30.26680372,-97.73730833
FAMILY DISTURBANCE,N,2021-01-20,RESIDENCE / HOME,78745,30.19555184,-97.78044276
BURGLARY OF VEHICLE,N,2020-09-24,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78702,30.25768211,-97.73208212
THEFT,N,2020-06-26,RESIDENCE / HOME,78705,30.28958366,-97.74622868
CRIMINAL MISCHIEF,N,2020-05-26,RESIDENCE / HOME,78721,30.27026426,-97.68598826
BURGLARY OF VEHICLE,N,2020-08-31,PARKING /DROP LOT/ GARAGE,78747,30.13439469,-97.77512514
CRIMINAL MISCHIEF,N,2021-07-02,RESIDENCE / HOME,78746,30.33575232,-97.80308461
BURGLARY OF VEHICLE,N,2021-10-09,RESIDENCE / HOME,78731,30.34358238,-97.77135976
FAMILY DISTURBANCE,N,2020-11-29,PARKING /DROP LOT/ GARAGE,78752,30.32182691,-97.71000582
FAMILY DISTURBANCE,N,2020-03-03,RESIDENCE / HOME,78726,30.39951443,-97.84649021
CRIMINAL MISCHIEF,N,2020-12-23,RESTAURANT,78721,30.27393142,-97.69764059
BURGLARY OF VEHICLE,N,2019-10-19,RESIDENCE / HOME,78757,30.33083821,-97.7286766
BURGLARY OF VEHICLE,N,2019-06-11,SERVICE/ GAS STATION,78702,30.26633899,-97.73378481
CRIMINAL MISCHIEF,N,2021-07-07,CONVENIENCE STORE,78759,30.37398622,-97.75510763
CRIMINAL MISCHIEF,N,2019-05-07,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78705,30.29484145,-97.72393676
BURGLARY OF VEHICLE,N,2019-03-22,PARKING /DROP LOT/ GARAGE,78752,30.33351295,-97.69150727
BURGLARY OF VEHICLE,N,2020-08-24,RESIDENCE / HOME,78759,30.39294385,-97.75604107
BURGLARY OF VEHICLE,N,2020-06-08,RESIDENCE / HOME,78701,30.26851285,-97.7504308
BURGLARY OF VEHICLE,N,2019-02-27,RESIDENCE / HOME,78758,30.36926216,-97.69510501
BURGLARY OF VEHICLE,N,2019-09-05,PARKING /DROP LOT/ GARAGE,78749,30.23150211,-97.83743153
THEFT,N,2021-02-19,RESIDENCE / HOME,78741,30.23532494,-97.72493038
FAMILY DISTURBANCE,N,2020-08-10,RESIDENCE / HOME,78617,30.17323288,-97.61246611
BURGLARY OF VEHICLE,N,2020-06-29,RESIDENCE / HOME,78741,30.24850066,-97.73393875
FAMILY DISTURBANCE,N,2021-10-12,RESIDENCE / HOME,78731,30.35709068,-97.75989144
BURGLARY OF VEHICLE,N,2019-09-27,RESIDENCE / HOME,78758,30.40949012,-97.69956669
THEFT,N,2019-01-05,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78617,30.2040214,-97.64020511
